variable,regressor__n_estimators,regressor__learning_rate,regressor__max_depth,regressor__min_samples_leaf,regressor__subsample,regressor__max_features,score,std
shww_med,500,0.05,5.0,20,1.0,log2,-0.69687732,0.33914798
shww_med,500,0.05,5.0,20,0.8,sqrt,-0.6948943,0.33088061
shww_med,500,0.05,5.0,20,0.8,log2,-0.69502156,0.33203977
shww_med,500,0.1,None,10,1.0,sqrt,-0.71214384,0.33841036
shww_med,500,0.1,None,10,1.0,log2,-0.73553044,0.34212652
shww_med,500,0.1,None,10,0.8,sqrt,-0.71771873,0.33640664
shww_med,500,0.1,None,10,0.8,log2,-0.72963546,0.33817718
shww_med,500,0.1,None,20,1.0,sqrt,-0.71455787,0.3419796
shww_med,500,0.1,None,20,1.0,log2,-0.72752383,0.3433133
shww_med,500,0.1,None,20,0.8,sqrt,-0.72013331,0.33986661
shww_med,500,0.1,None,20,0.8,log2,-0.72742127,0.33599057
shww_med,500,0.1,5.0,10,1.0,sqrt,-0.70174437,0.32688452
shww_med,500,0.1,5.0,10,1.0,log2,-0.71412959,0.34216012
shww_med,500,0.1,5.0,10,0.8,sqrt,-0.70811045,0.33342654
shww_med,500,0.1,5.0,10,0.8,log2,-0.69976617,0.32759144
shww_med,500,0.1,5.0,20,1.0,sqrt,-0.70287296,0.33154276
shww_med,500,0.1,5.0,20,1.0,log2,-0.70183926,0.33445439
shww_med,500,0.1,5.0,20,0.8,sqrt,-0.70770343,0.33261794
shww_med,500,0.1,5.0,20,0.8,log2,-0.70425955,0.32983461
shww_med,600,0.05,None,10,1.0,sqrt,-0.71409766,0.33860038
shww_med,600,0.05,None,10,1.0,log2,-0.71332688,0.34165431
shww_med,600,0.05,None,10,0.8,sqrt,-0.71067298,0.33508922
shww_med,600,0.05,None,10,0.8,log2,-0.7148397,0.33439411
shww_med,600,0.05,None,20,1.0,sqrt,-0.70964879,0.33985739
shww_med,600,0.05,None,20,1.0,log2,-0.71350713,0.34148017
shww_med,600,0.05,None,20,0.8,sqrt,-0.70572902,0.33362455
shww_med,600,0.05,None,20,0.8,log2,-0.70999624,0.33024846
shww_med,600,0.05,5.0,10,1.0,sqrt,-0.69915836,0.3298688
shww_med,600,0.05,5.0,10,1.0,log2,-0.69475084,0.32974998
shww_med,600,0.05,5.0,10,0.8,sqrt,-0.69874482,0.33003005
shww_med,600,0.05,5.0,10,0.8,log2,-0.68848783,0.32755851
shww_med,600,0.05,5.0,20,1.0,sqrt,-0.7001518,0.33225773
shww_med,600,0.05,5.0,20,1.0,log2,-0.69864505,0.33557774
shww_med,600,0.05,5.0,20,0.8,sqrt,-0.70075818,0.33211148
shww_med,600,0.05,5.0,20,0.8,log2,-0.69586054,0.33080767
shww_med,600,0.1,None,10,1.0,sqrt,-0.71801771,0.34449332
shww_med,600,0.1,None,10,1.0,log2,-0.73533852,0.3434034
shww_med,600,0.1,None,10,0.8,sqrt,-0.71746848,0.3379239
shww_med,600,0.1,None,10,0.8,log2,-0.72212042,0.33564302
shww_med,600,0.1,None,20,1.0,sqrt,-0.71870213,0.34410486
shww_med,600,0.1,None,20,1.0,log2,-0.73213584,0.33056683
shww_med,600,0.1,None,20,0.8,sqrt,-0.70980389,0.3412729
shww_med,600,0.1,None,20,0.8,log2,-0.72585668,0.34540153
shww_med,600,0.1,5.0,10,1.0,sqrt,-0.70795516,0.32992189
shww_med,600,0.1,5.0,10,1.0,log2,-0.717183,0.34068762
shww_med,600,0.1,5.0,10,0.8,sqrt,-0.70605686,0.3291518
shww_med,600,0.1,5.0,10,0.8,log2,-0.69939942,0.32537681
shww_med,600,0.1,5.0,20,1.0,sqrt,-0.71006087,0.32982684
shww_med,600,0.1,5.0,20,1.0,log2,-0.7167469,0.34828015
shww_med,600,0.1,5.0,20,0.8,sqrt,-0.70604983,0.32430124
shww_med,600,0.1,5.0,20,0.8,log2,-0.71239216,0.33886194
mdts_sin,100,0.05,None,10,1.0,sqrt,-0.08640932,0.04471644
mdts_sin,100,0.05,None,10,1.0,log2,-0.08746471,0.04464493
mdts_sin,100,0.05,None,10,0.8,sqrt,-0.08706729,0.04471097
mdts_sin,100,0.05,None,10,0.8,log2,-0.08809646,0.04457458
mdts_sin,100,0.05,None,20,1.0,sqrt,-0.0865964,0.04472845
mdts_sin,100,0.05,None,20,1.0,log2,-0.08717535,0.04512899
mdts_sin,100,0.05,None,20,0.8,sqrt,-0.08737694,0.04415308
mdts_sin,100,0.05,None,20,0.8,log2,-0.08736165,0.04515623
mdts_sin,100,0.05,5.0,10,1.0,sqrt,-0.08788749,0.04402874
mdts_sin,100,0.05,5.0,10,1.0,log2,-0.08787947,0.04333042
mdts_sin,100,0.05,5.0,10,0.8,sqrt,-0.08773099,0.04534742
mdts_sin,100,0.05,5.0,10,0.8,log2,-0.0886846,0.04447191
mdts_sin,100,0.05,5.0,20,1.0,sqrt,-0.08633425,0.04556774
mdts_sin,100,0.05,5.0,20,1.0,log2,-0.08707631,0.04402574
mdts_sin,100,0.05,5.0,20,0.8,sqrt,-0.08685179,0.04547476
mdts_sin,100,0.05,5.0,20,0.8,log2,-0.08749563,0.04497554
mdts_sin,100,0.1,None,10,1.0,sqrt,-0.08794332,0.04536978
mdts_sin,100,0.1,None,10,1.0,log2,-0.08769154,0.04564035
mdts_sin,100,0.1,None,10,0.8,sqrt,-0.08718491,0.04490077
mdts_sin,100,0.1,None,10,0.8,log2,-0.08718067,0.04547565
mdts_sin,100,0.1,None,20,1.0,sqrt,-0.08817346,0.04525137
mdts_sin,100,0.1,None,20,1.0,log2,-0.08835797,0.0454542
mdts_sin,100,0.1,None,20,0.8,sqrt,-0.08778078,0.04572171
mdts_sin,100,0.1,None,20,0.8,log2,-0.0884363,0.04430616
mdts_sin,100,0.1,5.0,10,1.0,sqrt,-0.08478906,0.04703153
mdts_sin,100,0.1,5.0,10,1.0,log2,-0.0847905,0.04676053
mdts_sin,100,0.1,5.0,10,0.8,sqrt,-0.0860958,0.04799936
mdts_sin,100,0.1,5.0,10,0.8,log2,-0.08550856,0.04684628
mdts_sin,100,0.1,5.0,20,1.0,sqrt,-0.08683591,0.04799831
mdts_sin,100,0.1,5.0,20,1.0,log2,-0.08707373,0.04591896
mdts_sin,100,0.1,5.0,20,0.8,sqrt,-0.08479453,0.04760644
mdts_sin,100,0.1,5.0,20,0.8,log2,-0.08511075,0.04837556
mdts_sin,200,0.05,None,10,1.0,sqrt,-0.08560722,0.04772146
mdts_sin,200,0.05,None,10,1.0,log2,-0.08548778,0.04751836
mdts_sin,200,0.05,None,10,0.8,sqrt,-0.08573827,0.04657955
mdts_sin,200,0.05,None,10,0.8,log2,-0.08636305,0.04702858
mdts_sin,200,0.05,None,20,1.0,sqrt,-0.08465696,0.04725255
mdts_sin,200,0.05,None,20,1.0,log2,-0.08491142,0.04770418
mdts_sin,200,0.05,None,20,0.8,sqrt,-0.08530735,0.04736598
mdts_sin,200,0.05,None,20,0.8,log2,-0.085904,0.04875695
mdts_sin,200,0.05,5.0,10,1.0,sqrt,-0.08548381,0.04752031
mdts_sin,200,0.05,5.0,10,1.0,log2,-0.08549073,0.04671685
mdts_sin,200,0.05,5.0,10,0.8,sqrt,-0.08439486,0.04835709
mdts_sin,200,0.05,5.0,10,0.8,log2,-0.08465471,0.04813268
mdts_sin,200,0.05,5.0,20,1.0,sqrt,-0.08551045,0.04669131
mdts_sin,200,0.05,5.0,20,1.0,log2,-0.08472925,0.04711707
mdts_sin,200,0.05,5.0,20,0.8,sqrt,-0.08524928,0.04709237
mdts_sin,200,0.05,5.0,20,0.8,log2,-0.08594811,0.04776444
mdts_sin,200,0.1,None,10,1.0,sqrt,-0.08768765,0.04438302
mdts_sin,200,0.1,None,10,1.0,log2,-0.0886385,0.04518407
mdts_sin,200,0.1,None,10,0.8,sqrt,-0.0884274,0.04520999
mdts_sin,200,0.1,None,10,0.8,log2,-0.08833797,0.04497807
mdts_sin,200,0.1,None,20,1.0,sqrt,-0.08719743,0.0450749
mdts_sin,200,0.1,None,20,1.0,log2,-0.09023819,0.04427202
mdts_sin,200,0.1,None,20,0.8,sqrt,-0.08829561,0.04524026
mdts_sin,200,0.1,None,20,0.8,log2,-0.08738784,0.0442931
mdts_sin,200,0.1,5.0,10,1.0,sqrt,-0.08921861,0.04394353
mdts_sin,200,0.1,5.0,10,1.0,log2,-0.08987936,0.04453097
mdts_sin,200,0.1,5.0,10,0.8,sqrt,-0.08944536,0.04520771
mdts_sin,200,0.1,5.0,10,0.8,log2,-0.08899041,0.04324265
mdts_sin,200,0.1,5.0,20,1.0,sqrt,-0.08775695,0.04461585
mdts_sin,200,0.1,5.0,20,1.0,log2,-0.08873849,0.04526684
mdts_sin,200,0.1,5.0,20,0.8,sqrt,-0.08858583,0.04536244
mdts_sin,200,0.1,5.0,20,0.8,log2,-0.08727809,0.04518606
mdts_sin,300,0.05,None,10,1.0,sqrt,-0.08833074,0.04540495
mdts_sin,300,0.05,None,10,1.0,log2,-0.08841679,0.04491104
mdts_sin,300,0.05,None,10,0.8,sqrt,-0.08788584,0.04620768
mdts_sin,300,0.05,None,10,0.8,log2,-0.08892057,0.04447368
mdts_sin,300,0.05,None,20,1.0,sqrt,-0.08853887,0.04531037
mdts_sin,300,0.05,None,20,1.0,log2,-0.08792787,0.04272224
mdts_sin,300,0.05,None,20,0.8,sqrt,-0.08856927,0.04559565
mdts_sin,300,0.05,None,20,0.8,log2,-0.08941079,0.04398161
mdts_sin,300,0.05,5.0,10,1.0,sqrt,-0.08755614,0.04889783
mdts_sin,300,0.05,5.0,10,1.0,log2,-0.086936,0.04635149
mdts_sin,300,0.05,5.0,10,0.8,sqrt,-0.08699049,0.04640288
mdts_sin,300,0.05,5.0,10,0.8,log2,-0.08840451,0.04692801
mdts_sin,300,0.05,5.0,20,1.0,sqrt,-0.08748303,0.04717728
mdts_sin,300,0.05,5.0,20,1.0,log2,-0.08826942,0.04602844
mdts_sin,300,0.05,5.0,20,0.8,sqrt,-0.08567937,0.04681639
mdts_sin,300,0.05,5.0,20,0.8,log2,-0.08582561,0.04755122
mdts_sin,300,0.1,None,10,1.0,sqrt,-0.08725886,0.04718162
mdts_sin,300,0.1,None,10,1.0,log2,-0.08786344,0.04773577
mdts_sin,300,0.1,None,10,0.8,sqrt,-0.08826804,0.0475408
mdts_sin,300,0.1,None,10,0.8,log2,-0.08914795,0.04658041
mdts_sin,300,0.1,None,20,1.0,sqrt,-0.08632271,0.0475769
mdts_sin,300,0.1,None,20,1.0,log2,-0.08694852,0.04726864
mdts_sin,300,0.1,None,20,0.8,sqrt,-0.08705497,0.04874207
mdts_sin,300,0.1,None,20,0.8,log2,-0.08725306,0.04576516
mdts_sin,300,0.1,5.0,10,1.0,sqrt,-0.08805058,0.04726832
mdts_sin,300,0.1,5.0,10,1.0,log2,-0.08956127,0.04650209
mdts_sin,300,0.1,5.0,10,0.8,sqrt,-0.08628801,0.04742176
mdts_sin,300,0.1,5.0,10,0.8,log2,-0.08553965,0.04773107
mdts_sin,300,0.1,5.0,20,1.0,sqrt,-0.08699058,0.04634532
mdts_sin,300,0.1,5.0,20,1.0,log2,-0.08816764,0.04707464
mdts_sin,300,0.1,5.0,20,0.8,sqrt,-0.08800258,0.04696617
mdts_sin,300,0.1,5.0,20,0.8,log2,-0.08807726,0.04694262
mdts_sin,400,0.05,None,10,1.0,sqrt,-0.08774238,0.04457479
mdts_sin,400,0.05,None,10,1.0,log2,-0.08755389,0.0447899
mdts_sin,400,0.05,None,10,0.8,sqrt,-0.08872964,0.0453589
mdts_sin,400,0.05,None,10,0.8,log2,-0.08829583,0.0440785
mdts_sin,400,0.05,None,20,1.0,sqrt,-0.08695619,0.04474492
mdts_sin,400,0.05,None,20,1.0,log2,-0.08764752,0.0450531
mdts_sin,400,0.05,None,20,0.8,sqrt,-0.08766499,0.04502729
mdts_sin,400,0.05,None,20,0.8,log2,-0.08829642,0.04503322
mdts_sin,400,0.05,5.0,10,1.0,sqrt,-0.08703085,0.0471128
mdts_sin,400,0.05,5.0,10,1.0,log2,-0.08676025,0.04661849
mdts_sin,400,0.05,5.0,10,0.8,sqrt,-0.08655785,0.04722477
mdts_sin,400,0.05,5.0,10,0.8,log2,-0.08718542,0.04608054
mdts_sin,400,0.05,5.0,20,1.0,sqrt,-0.0867348,0.04838637
mdts_sin,400,0.05,5.0,20,1.0,log2,-0.08662727,0.04619705
mdts_sin,400,0.05,5.0,20,0.8,sqrt,-0.08650849,0.04762479
mdts_sin,400,0.05,5.0,20,0.8,log2,-0.08682795,0.04605233
mdts_sin,400,0.1,None,10,1.0,sqrt,-0.08660887,0.04363717
mdts_sin,400,0.1,None,10,1.0,log2,-0.08976726,0.04536856
mdts_sin,400,0.1,None,10,0.8,sqrt,-0.08925341,0.04395698
mdts_sin,400,0.1,None,10,0.8,log2,-0.08986064,0.04439998
mdts_sin,400,0.1,None,20,1.0,sqrt,-0.08804124,0.04495128
mdts_sin,400,0.1,None,20,1.0,log2,-0.0892813,0.04516099
mdts_sin,400,0.1,None,20,0.8,sqrt,-0.08917713,0.04532349
mdts_sin,400,0.1,None,20,0.8,log2,-0.08987927,0.04496435
mdts_sin,400,0.1,5.0,10,1.0,sqrt,-0.08821014,0.04642199
mdts_sin,400,0.1,5.0,10,1.0,log2,-0.08814179,0.04546966
mdts_sin,400,0.1,5.0,10,0.8,sqrt,-0.08797049,0.04584857
mdts_sin,400,0.1,5.0,10,0.8,log2,-0.08952315,0.04612905
mdts_sin,400,0.1,5.0,20,1.0,sqrt,-0.08806428,0.04673991
mdts_sin,400,0.1,5.0,20,1.0,log2,-0.08777043,0.04609792
mdts_sin,400,0.1,5.0,20,0.8,sqrt,-0.08839293,0.04733081
mdts_sin,400,0.1,5.0,20,0.8,log2,-0.08830199,0.04718248
mdts_sin,500,0.05,None,10,1.0,sqrt,-0.08662713,0.04493185
mdts_sin,500,0.05,None,10,1.0,log2,-0.08825228,0.04424971
mdts_sin,500,0.05,None,10,0.8,sqrt,-0.08862513,0.04474262
mdts_sin,500,0.05,None,10,0.8,log2,-0.0877789,0.04449996
mdts_sin,500,0.05,None,20,1.0,sqrt,-0.087197,0.04515866
mdts_sin,500,0.05,None,20,1.0,log2,-0.08784815,0.04529112
mdts_sin,500,0.05,None,20,0.8,sqrt,-0.08768361,0.04516729
mdts_sin,500,0.05,None,20,0.8,log2,-0.08853438,0.04503244
mdts_sin,500,0.05,5.0,10,1.0,sqrt,-0.08603881,0.04656186
mdts_sin,500,0.05,5.0,10,1.0,log2,-0.08733298,0.04584749
mdts_sin,500,0.05,5.0,10,0.8,sqrt,-0.08769194,0.04659956
mdts_sin,500,0.05,5.0,10,0.8,log2,-0.0877784,0.04708894
mdts_sin,500,0.05,5.0,20,1.0,sqrt,-0.08747852,0.04733496
mdts_sin,500,0.05,5.0,20,1.0,log2,-0.08672758,0.04629455
mdts_sin,500,0.05,5.0,20,0.8,sqrt,-0.08700723,0.04710867
mdts_sin,500,0.05,5.0,20,0.8,log2,-0.08701149,0.04687653
mdts_sin,500,0.1,None,10,1.0,sqrt,-0.08786387,0.04481155
mdts_sin,500,0.1,None,10,1.0,log2,-0.08861526,0.04613222
mdts_sin,500,0.1,None,10,0.8,sqrt,-0.08839475,0.04364994
mdts_sin,500,0.1,None,10,0.8,log2,-0.09024809,0.04468782
mdts_sin,500,0.1,None,20,1.0,sqrt,-0.08732258,0.04531317
mdts_sin,500,0.1,None,20,1.0,log2,-0.08846886,0.04643558
mdts_sin,500,0.1,None,20,0.8,sqrt,-0.08855735,0.04345923
mdts_sin,500,0.1,None,20,0.8,log2,-0.09009663,0.0450162
mdts_sin,500,0.1,5.0,10,1.0,sqrt,-0.08871153,0.04564167
mdts_sin,500,0.1,5.0,10,1.0,log2,-0.09067322,0.04749674
mdts_sin,500,0.1,5.0,10,0.8,sqrt,-0.0891455,0.04677393
mdts_sin,500,0.1,5.0,10,0.8,log2,-0.08948364,0.04613946
mdts_sin,500,0.1,5.0,20,1.0,sqrt,-0.08880094,0.04674965
mdts_sin,500,0.1,5.0,20,1.0,log2,-0.08839917,0.0458066
mdts_sin,500,0.1,5.0,20,0.8,sqrt,-0.08961136,0.04678001
mdts_sin,500,0.1,5.0,20,0.8,log2,-0.08916476,0.04699551
mdts_sin,600,0.05,None,10,1.0,sqrt,-0.08791868,0.04363862
mdts_sin,600,0.05,None,10,1.0,log2,-0.08905843,0.04453633
mdts_sin,600,0.05,None,10,0.8,sqrt,-0.08891648,0.0452462
mdts_sin,600,0.05,None,10,0.8,log2,-0.08831911,0.04532507
mdts_sin,600,0.05,None,20,1.0,sqrt,-0.08663355,0.04544828
mdts_sin,600,0.05,None,20,1.0,log2,-0.08631686,0.0454004
mdts_sin,600,0.05,None,20,0.8,sqrt,-0.08861545,0.04538102
mdts_sin,600,0.05,None,20,0.8,log2,-0.08866719,0.04503966
mdts_sin,600,0.05,5.0,10,1.0,sqrt,-0.08663479,0.04612927
mdts_sin,600,0.05,5.0,10,1.0,log2,-0.08793971,0.04559302
mdts_sin,600,0.05,5.0,10,0.8,sqrt,-0.08779542,0.04650898
mdts_sin,600,0.05,5.0,10,0.8,log2,-0.08758191,0.04674661
mdts_sin,600,0.05,5.0,20,1.0,sqrt,-0.08827888,0.04845316
mdts_sin,600,0.05,5.0,20,1.0,log2,-0.08830443,0.0474256
mdts_sin,600,0.05,5.0,20,0.8,sqrt,-0.08690162,0.04623615
mdts_sin,600,0.05,5.0,20,0.8,log2,-0.0876626,0.04663075
mdts_sin,600,0.1,None,10,1.0,sqrt,-0.08839649,0.0445432
mdts_sin,600,0.1,None,10,1.0,log2,-0.08893373,0.04493778
mdts_sin,600,0.1,None,10,0.8,sqrt,-0.088203,0.04452053
mdts_sin,600,0.1,None,10,0.8,log2,-0.08930173,0.04367514
mdts_sin,600,0.1,None,20,1.0,sqrt,-0.08715518,0.04508083
mdts_sin,600,0.1,None,20,1.0,log2,-0.088402,0.04444894
mdts_sin,600,0.1,None,20,0.8,sqrt,-0.08905892,0.0447415
mdts_sin,600,0.1,None,20,0.8,log2,-0.08983588,0.04361154
mdts_sin,600,0.1,5.0,10,1.0,sqrt,-0.08768099,0.04531564
mdts_sin,600,0.1,5.0,10,1.0,log2,-0.08990665,0.04730282
mdts_sin,600,0.1,5.0,10,0.8,sqrt,-0.08864021,0.04694572
mdts_sin,600,0.1,5.0,10,0.8,log2,-0.08821656,0.04476537
mdts_sin,600,0.1,5.0,20,1.0,sqrt,-0.08932392,0.04882038
mdts_sin,600,0.1,5.0,20,1.0,log2,-0.08943715,0.04582666
mdts_sin,600,0.1,5.0,20,0.8,sqrt,-0.08801353,0.04539869
mdts_sin,600,0.1,5.0,20,0.8,log2,-0.08850939,0.04474311
mdts_cos,100,0.05,None,10,1.0,sqrt,-0.10279726,0.04399042
mdts_cos,100,0.05,None,10,1.0,log2,-0.10201564,0.04385994
mdts_cos,100,0.05,None,10,0.8,sqrt,-0.10385325,0.04502078
mdts_cos,100,0.05,None,10,0.8,log2,-0.10279153,0.04425549
mdts_cos,100,0.05,None,20,1.0,sqrt,-0.10242404,0.04368839
mdts_cos,100,0.05,None,20,1.0,log2,-0.10414614,0.04363814
mdts_cos,100,0.05,None,20,0.8,sqrt,-0.10215391,0.04410406
mdts_cos,100,0.05,None,20,0.8,log2,-0.10174258,0.04382834
mdts_cos,100,0.05,5.0,10,1.0,sqrt,-0.10305879,0.0437139
mdts_cos,100,0.05,5.0,10,1.0,log2,-0.10380976,0.04433262
mdts_cos,100,0.05,5.0,10,0.8,sqrt,-0.10447192,0.04352616
mdts_cos,100,0.05,5.0,10,0.8,log2,-0.10474989,0.04206689
mdts_cos,100,0.05,5.0,20,1.0,sqrt,-0.10359838,0.04568341
mdts_cos,100,0.05,5.0,20,1.0,log2,-0.10204824,0.04464074
mdts_cos,100,0.05,5.0,20,0.8,sqrt,-0.10310639,0.04424101
mdts_cos,100,0.05,5.0,20,0.8,log2,-0.10358709,0.04564955
mdts_cos,100,0.1,None,10,1.0,sqrt,-0.102616,0.04431662
mdts_cos,100,0.1,None,10,1.0,log2,-0.10298671,0.04391063
mdts_cos,100,0.1,None,10,0.8,sqrt,-0.10158074,0.04415636
mdts_cos,100,0.1,None,10,0.8,log2,-0.1007388,0.04239837
mdts_cos,100,0.1,None,20,1.0,sqrt,-0.10328822,0.04403311
mdts_cos,100,0.1,None,20,1.0,log2,-0.10278538,0.04298408
mdts_cos,100,0.1,None,20,0.8,sqrt,-0.1038257,0.04412028
mdts_cos,100,0.1,None,20,0.8,log2,-0.10273922,0.0431548
mdts_cos,100,0.1,5.0,10,1.0,sqrt,-0.09937163,0.04647582
mdts_cos,100,0.1,5.0,10,1.0,log2,-0.09871458,0.04582366
mdts_cos,100,0.1,5.0,10,0.8,sqrt,-0.09859525,0.04451901
mdts_cos,100,0.1,5.0,10,0.8,log2,-0.10150893,0.04714961
mdts_cos,100,0.1,5.0,20,1.0,sqrt,-0.10122158,0.04565813
mdts_cos,100,0.1,5.0,20,1.0,log2,-0.10103185,0.04592844
mdts_cos,100,0.1,5.0,20,0.8,sqrt,-0.09911235,0.04699945
mdts_cos,100,0.1,5.0,20,0.8,log2,-0.09822886,0.04564236
mdts_cos,200,0.05,None,10,1.0,sqrt,-0.10052998,0.04620785
mdts_cos,200,0.05,None,10,1.0,log2,-0.09915973,0.04512318
mdts_cos,200,0.05,None,10,0.8,sqrt,-0.10091711,0.04567894
mdts_cos,200,0.05,None,10,0.8,log2,-0.10023228,0.04409908
mdts_cos,200,0.05,None,20,1.0,sqrt,-0.09868927,0.04629325
mdts_cos,200,0.05,None,20,1.0,log2,-0.0971625,0.0444801
mdts_cos,200,0.05,None,20,0.8,sqrt,-0.09856647,0.04427615
mdts_cos,200,0.05,None,20,0.8,log2,-0.09914841,0.04494057
mdts_cos,200,0.05,5.0,10,1.0,sqrt,-0.10076904,0.0455776
mdts_cos,200,0.05,5.0,10,1.0,log2,-0.1012617,0.04547733
mdts_cos,200,0.05,5.0,10,0.8,sqrt,-0.09828974,0.04583073
mdts_cos,200,0.05,5.0,10,0.8,log2,-0.09737817,0.04500241
mdts_cos,200,0.05,5.0,20,1.0,sqrt,-0.09972836,0.04660607
mdts_cos,200,0.05,5.0,20,1.0,log2,-0.10004432,0.04545972
mdts_cos,200,0.05,5.0,20,0.8,sqrt,-0.09934985,0.04471668
mdts_cos,200,0.05,5.0,20,0.8,log2,-0.10019524,0.04413574
mdts_cos,200,0.1,None,10,1.0,sqrt,-0.10700422,0.04658296
mdts_cos,200,0.1,None,10,1.0,log2,-0.10497017,0.04395567
mdts_cos,200,0.1,None,10,0.8,sqrt,-0.10254597,0.04304192
mdts_cos,200,0.1,None,10,0.8,log2,-0.10545614,0.04298679
mdts_cos,200,0.1,None,20,1.0,sqrt,-0.10350714,0.04434961
mdts_cos,200,0.1,None,20,1.0,log2,-0.10644124,0.04443824
mdts_cos,200,0.1,None,20,0.8,sqrt,-0.10383083,0.04369425
mdts_cos,200,0.1,None,20,0.8,log2,-0.10448527,0.0426407
mdts_cos,200,0.1,5.0,10,1.0,sqrt,-0.10436879,0.04309923
mdts_cos,200,0.1,5.0,10,1.0,log2,-0.10441276,0.04329875
mdts_cos,200,0.1,5.0,10,0.8,sqrt,-0.1039531,0.04232705
mdts_cos,200,0.1,5.0,10,0.8,log2,-0.10660433,0.04273456
mdts_cos,200,0.1,5.0,20,1.0,sqrt,-0.10252708,0.04295359
mdts_cos,200,0.1,5.0,20,1.0,log2,-0.10305091,0.04230883
mdts_cos,200,0.1,5.0,20,0.8,sqrt,-0.10491395,0.04556516
mdts_cos,200,0.1,5.0,20,0.8,log2,-0.10411837,0.04361461
mdts_cos,300,0.05,None,10,1.0,sqrt,-0.10339539,0.04467846
mdts_cos,300,0.05,None,10,1.0,log2,-0.10551291,0.0454135
mdts_cos,300,0.05,None,10,0.8,sqrt,-0.10312762,0.04278171
mdts_cos,300,0.05,None,10,0.8,log2,-0.10530236,0.04447891
mdts_cos,300,0.05,None,20,1.0,sqrt,-0.10503168,0.04464286
mdts_cos,300,0.05,None,20,1.0,log2,-0.10575108,0.04397094
mdts_cos,300,0.05,None,20,0.8,sqrt,-0.10505498,0.04353289
mdts_cos,300,0.05,None,20,0.8,log2,-0.1054503,0.04343013
mdts_cos,300,0.05,5.0,10,1.0,sqrt,-0.10080169,0.04552961
mdts_cos,300,0.05,5.0,10,1.0,log2,-0.10138057,0.04698949
mdts_cos,300,0.05,5.0,10,0.8,sqrt,-0.10294574,0.04587172
mdts_cos,300,0.05,5.0,10,0.8,log2,-0.10283632,0.04592999
mdts_cos,300,0.05,5.0,20,1.0,sqrt,-0.10188304,0.04399845
mdts_cos,300,0.05,5.0,20,1.0,log2,-0.10449213,0.04587975
mdts_cos,300,0.05,5.0,20,0.8,sqrt,-0.10072752,0.0452808
mdts_cos,300,0.05,5.0,20,0.8,log2,-0.1016019,0.04670429
mdts_cos,300,0.1,None,10,1.0,sqrt,-0.1017572,0.04493363
mdts_cos,300,0.1,None,10,1.0,log2,-0.10064331,0.04270581
mdts_cos,300,0.1,None,10,0.8,sqrt,-0.10372864,0.04548318
mdts_cos,300,0.1,None,10,0.8,log2,-0.10416488,0.04467725
mdts_cos,300,0.1,None,20,1.0,sqrt,-0.10083409,0.04612704
mdts_cos,300,0.1,None,20,1.0,log2,-0.1006765,0.04601781
mdts_cos,300,0.1,None,20,0.8,sqrt,-0.10263212,0.04611108
mdts_cos,300,0.1,None,20,0.8,log2,-0.1024188,0.04529536
mdts_cos,300,0.1,5.0,10,1.0,sqrt,-0.10376347,0.04531192
mdts_cos,300,0.1,5.0,10,1.0,log2,-0.10434172,0.04555908
mdts_cos,300,0.1,5.0,10,0.8,sqrt,-0.09975966,0.04467983
mdts_cos,300,0.1,5.0,10,0.8,log2,-0.09967632,0.04569587
mdts_cos,300,0.1,5.0,20,1.0,sqrt,-0.10184138,0.04527832
mdts_cos,300,0.1,5.0,20,1.0,log2,-0.10137232,0.04464414
mdts_cos,300,0.1,5.0,20,0.8,sqrt,-0.10269519,0.04411636
mdts_cos,300,0.1,5.0,20,0.8,log2,-0.10334072,0.04421354
mdts_cos,400,0.05,None,10,1.0,sqrt,-0.10396188,0.04503288
mdts_cos,400,0.05,None,10,1.0,log2,-0.10500909,0.04679087
mdts_cos,400,0.05,None,10,0.8,sqrt,-0.10365548,0.04356617
mdts_cos,400,0.05,None,10,0.8,log2,-0.10429659,0.04365495
mdts_cos,400,0.05,None,20,1.0,sqrt,-0.10313122,0.04523069
mdts_cos,400,0.05,None,20,1.0,log2,-0.10426608,0.04454709
mdts_cos,400,0.05,None,20,0.8,sqrt,-0.10296589,0.04362035
mdts_cos,400,0.05,None,20,0.8,log2,-0.10333617,0.04291651
mdts_cos,400,0.05,5.0,10,1.0,sqrt,-0.10039482,0.0443526
mdts_cos,400,0.05,5.0,10,1.0,log2,-0.10214665,0.04545652
mdts_cos,400,0.05,5.0,10,0.8,sqrt,-0.10150552,0.0442541
mdts_cos,400,0.05,5.0,10,0.8,log2,-0.10181582,0.04447634
mdts_cos,400,0.05,5.0,20,1.0,sqrt,-0.10065515,0.04466502
mdts_cos,400,0.05,5.0,20,1.0,log2,-0.10191102,0.04599798
mdts_cos,400,0.05,5.0,20,0.8,sqrt,-0.10093291,0.04455138
mdts_cos,400,0.05,5.0,20,0.8,log2,-0.10011257,0.04324076
mdts_cos,400,0.1,None,10,1.0,sqrt,-0.10329951,0.04444427
mdts_cos,400,0.1,None,10,1.0,log2,-0.10365685,0.0413624
mdts_cos,400,0.1,None,10,0.8,sqrt,-0.10436839,0.04294123
mdts_cos,400,0.1,None,10,0.8,log2,-0.10671989,0.04442474
mdts_cos,400,0.1,None,20,1.0,sqrt,-0.10404781,0.04442601
