variable,scaler,regressor__hidden_layer_sizes,regressor__activation,regressor__solver,regressor__learning_rate_init,regressor__alpha,regressor__batch_size,score,std
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.63518298,0.14534792
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.65409224,0.14563931
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.63351013,0.16645913
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.6459312,0.15442898
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.59909087,0.17044199
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.62021167,0.16690995
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.59410283,0.18592321
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.62692052,0.17581723
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.58488141,0.17621767
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.60208655,0.17009452
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.58650493,0.17140002
shts_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.60450376,0.17428748
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.60035316,0.17470785
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.61428628,0.15373323
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.59529669,0.18326574
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.60567972,0.16756986
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.57342781,0.17529973
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.59542991,0.18036486
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.58037099,0.17988186
shts_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.59238674,0.17134585
shts_med,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.51067813,0.10795821
shts_med,None,"(10,)",relu,adam,0.001,0.0001,32,-0.55178147,0.10574601
shts_med,None,"(10,)",relu,adam,0.001,0.001,auto,-0.50237141,0.10839907
shts_med,None,"(10,)",relu,adam,0.001,0.001,32,-0.55474762,0.0919808
shts_med,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.50439413,0.10973818
shts_med,None,"(10,)",relu,adam,0.01,0.0001,32,-0.53666916,0.10379623
shts_med,None,"(10,)",relu,adam,0.01,0.001,auto,-0.50288354,0.11796089
shts_med,None,"(10,)",relu,adam,0.01,0.001,32,-0.53093991,0.10572995
shts_med,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.51856758,0.1109898
shts_med,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.53994243,0.09732766
shts_med,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.51339877,0.11772982
shts_med,None,"(10,)",tanh,adam,0.001,0.001,32,-0.55582222,0.10318295
shts_med,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.49794051,0.11658161
shts_med,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.54064335,0.10458304
shts_med,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.51550499,0.11088395
shts_med,None,"(10,)",tanh,adam,0.01,0.001,32,-0.52447705,0.10190786
shts_med,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.53813092,0.09760114
shts_med,None,"(10,)",logistic,adam,0.001,0.0001,32,-0.56642893,0.11168735
shts_med,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.56767578,0.11804919
shts_med,None,"(10,)",logistic,adam,0.001,0.001,32,-0.60223718,0.11443027
shts_med,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.53620882,0.12003057
shts_med,None,"(10,)",logistic,adam,0.01,0.0001,32,-0.56925929,0.09006995
shts_med,None,"(10,)",logistic,adam,0.01,0.001,auto,-0.57068319,0.13156695
shts_med,None,"(10,)",logistic,adam,0.01,0.001,32,-0.61335426,0.09168127
shts_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.5389787,0.11624593
shts_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-0.56579997,0.09249575
shts_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-0.55490514,0.12091296
shts_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-0.59546859,0.09440446
shts_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.53003422,0.10468907
shts_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-0.57567025,0.09067733
shts_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-0.55679659,0.11528455
shts_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-0.59779411,0.10426863
shts_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.51578796,0.11393246
shts_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.5249891,0.10664541
shts_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.51864323,0.11796103
shts_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-0.54156344,0.10496677
shts_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.50597008,0.11730406
shts_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.52391939,0.09150018
shts_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.52769147,0.11421736
shts_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-0.54300692,0.09864317
shts_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.51434781,0.12162643
shts_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.52885431,0.10521805
shts_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.52948805,0.126394
shts_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-0.53204894,0.10805831
shts_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.50774596,0.11228969
shts_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.51911943,0.10722185
shts_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.53274255,0.12920256
shts_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-0.54039464,0.10829308
shts_med,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.53563748,0.10905161
shts_med,None,"(100,)",relu,adam,0.001,0.0001,32,-0.56527932,0.09918675
shts_med,None,"(100,)",relu,adam,0.001,0.001,auto,-0.53342292,0.10095425
shts_med,None,"(100,)",relu,adam,0.001,0.001,32,-0.56532086,0.10636333
shts_med,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.53385706,0.10974044
shts_med,None,"(100,)",relu,adam,0.01,0.0001,32,-0.55221824,0.10609158
shts_med,None,"(100,)",relu,adam,0.01,0.001,auto,-0.52277678,0.11526289
shts_med,None,"(100,)",relu,adam,0.01,0.001,32,-0.54052157,0.10711636
shts_med,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.53197123,0.11477718
shts_med,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.5674566,0.1108938
shts_med,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.53696445,0.10643349
shts_med,None,"(100,)",tanh,adam,0.001,0.001,32,-0.56387096,0.10147879
shts_med,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.5460097,0.1398565
shts_med,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.56755031,0.10181183
shts_med,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.52365263,0.1159965
shts_med,None,"(100,)",tanh,adam,0.01,0.001,32,-0.53942791,0.10179431
shts_med,None,"(100,)",logistic,adam,0.001,0.0001,auto,-0.57277035,0.10346046
shts_med,None,"(100,)",logistic,adam,0.001,0.0001,32,-0.56864654,0.09938594
shts_med,None,"(100,)",logistic,adam,0.001,0.001,auto,-0.60525964,0.10631987
shts_med,None,"(100,)",logistic,adam,0.001,0.001,32,-0.57629289,0.09421455
shts_med,None,"(100,)",logistic,adam,0.01,0.0001,auto,-0.57902878,0.11224673
shts_med,None,"(100,)",logistic,adam,0.01,0.0001,32,-0.57067895,0.09618002
shts_med,None,"(100,)",logistic,adam,0.01,0.001,auto,-0.57791374,0.10954901
shts_med,None,"(100,)",logistic,adam,0.01,0.001,32,-0.57293396,0.100705
shts_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-0.58443305,0.11484777
shts_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-0.5817295,0.08400009
shts_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-0.60282093,0.10295503
shts_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-0.58078861,0.09227301
shts_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-0.56668604,0.10213031
shts_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-0.57075745,0.10762365
shts_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-0.58329307,0.1188755
shts_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-0.56290844,0.08668545
shts_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.50717649,0.11828892
shts_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.52810191,0.10674221
shts_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.55011587,0.11205452
shts_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-0.5424646,0.10866304
shts_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.51569252,0.11070039
shts_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.52460937,0.11542548
shts_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-0.53877789,0.10782366
shts_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-0.55748523,0.09878715
shts_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.50895576,0.10955264
shts_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.52243628,0.11735191
shts_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-0.54606819,0.11937139
shts_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.53727013,0.09593286
shts_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.52598493,0.1236648
shts_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.54910606,0.1241868
shts_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-0.53718523,0.1175682
shts_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-0.55454478,0.10259233
shts_med,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.53339809,0.1116119
shts_med,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.55905216,0.10093366
shts_med,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.54123177,0.12556217
shts_med,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.56075263,0.0998411
shts_med,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.52910774,0.10999377
shts_med,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.56229869,0.11914869
shts_med,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.52366643,0.10904604
shts_med,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.5248173,0.10872934
shts_med,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.53449725,0.11658916
shts_med,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.57526446,0.12177927
shts_med,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.53785606,0.10915376
shts_med,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.55436005,0.12315977
shts_med,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.52615573,0.11711462
shts_med,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.55931611,0.10692153
shts_med,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.5205127,0.11513393
shts_med,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.54060102,0.10776571
shts_med,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.5759242,0.11900554
shts_med,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.59720086,0.09972397
shts_med,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.56573734,0.11701541
shts_med,None,"(30, 10)",logistic,adam,0.001,0.001,32,-0.60481382,0.1174956
shts_med,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.58483526,0.11433593
shts_med,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.58403644,0.1125714
shts_med,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.57113946,0.14264598
shts_med,None,"(30, 10)",logistic,adam,0.01,0.001,32,-0.58879536,0.10319408
shts_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.57145089,0.1094243
shts_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-0.59068564,0.09739467
shts_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-0.57743854,0.11449871
shts_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-0.60095416,0.09513707
shts_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.5665896,0.1185409
shts_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-0.60429778,0.09531462
shts_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-0.57509606,0.1283412
shts_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-0.59817703,0.10395275
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.51044984,0.11357302
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.51912755,0.11055304
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.52732454,0.11796127
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.55555935,0.12066696
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.51864588,0.11647296
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.52450827,0.10369902
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.53233393,0.11899306
shts_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.52941834,0.1202972
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.51475355,0.11585872
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.53483143,0.10967978
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.51872758,0.11235495
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.5379198,0.11581807
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.52110166,0.11462735
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.52537662,0.10498771
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.5300331,0.12005717
shts_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.54364274,0.12750223
shts_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.5349648,0.1190501
shts_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.56155126,0.12898936
shts_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.53409807,0.1180069
shts_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.54822086,0.11039599
shts_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.54452618,0.12001674
shts_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.54323159,0.10072145
shts_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.52733513,0.11005459
shts_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.54619755,0.12323293
shts_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.53563041,0.11591865
shts_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.55116384,0.1030304
shts_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.52873367,0.13385463
shts_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.53093371,0.12394881
shts_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.55092257,0.14007694
shts_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.55364682,0.10862857
shts_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.50360719,0.12830986
shts_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.52677191,0.11667969
shts_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.56920217,0.11821568
shts_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.56828983,0.10531014
shts_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.57547601,0.12882619
shts_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.57375562,0.09318922
shts_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.57151605,0.12334107
shts_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.58399525,0.09680991
shts_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.55353758,0.13521499
shts_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.57454467,0.09514293
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.561923,0.11546892
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.58559663,0.09574936
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.57949562,0.12145573
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.57139743,0.0993748
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.5868056,0.15439407
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.56277898,0.1078942
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.56194876,0.13412665
shts_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.58180687,0.12101641
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.51388064,0.1251719
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.53563362,0.11681375
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.60678948,0.19765074
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.54397324,0.11821089
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.50837485,0.12480341
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.52593996,0.11929579
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.52318846,0.12977822
shts_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.52517731,0.12634643
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.51930403,0.12576115
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.54534939,0.12902709
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.51400173,0.13129619
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.54819184,0.1386459
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.51160725,0.12499956
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.52527991,0.1271479
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.51325548,0.12589042
shts_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.52508138,0.13190917
