variable,scaler,regressor__hidden_layer_sizes,regressor__activation,regressor__solver,regressor__learning_rate_init,regressor__alpha,regressor__batch_size,score,std
shww_max,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-1.05640821,0.35834869
shww_max,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-1.01246995,0.34497265
shww_max,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.94022988,0.38678872
shww_max,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.9693896,0.40627963
shww_max,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-1.00868962,0.37873946
shww_max,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.98285095,0.38773647
shww_max,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.9639528,0.39319198
shww_max,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.9768903,0.40092394
shww_max,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-1.00636615,0.3722009
shww_max,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-1.00605407,0.41183491
shww_max,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.98556339,0.38388531
shww_max,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.99460624,0.35946722
shww_max,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.96264806,0.38984708
shww_max,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.99147699,0.3915852
shww_max,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.97109396,0.42619186
shww_max,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.97266205,0.36385923
shww_max,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.95504091,0.42325697
shww_max,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.96240741,0.41058387
shww_max,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.93234537,0.35756241
shww_max,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.95904603,0.36817277
shww_max,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.95382734,0.40528484
shww_max,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.98862747,0.40467825
shww_max,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.97111563,0.38790628
shww_max,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-1.01059696,0.41749966
shww_max,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.97948736,0.40843039
shww_max,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.95768009,0.35701648
shww_max,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-1.04081701,0.40897615
shww_max,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-1.08845686,0.35706414
shww_max,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-1.06273685,0.43288128
shww_max,None,"(30, 10)",logistic,adam,0.001,0.001,32,-1.09703626,0.37684585
shww_max,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-1.01482418,0.40375882
shww_max,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-1.09290405,0.39144485
shww_max,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-1.00953997,0.39744444
shww_max,None,"(30, 10)",logistic,adam,0.01,0.001,32,-1.05113865,0.37287147
shww_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-1.03667796,0.36188381
shww_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-1.08400782,0.35360045
shww_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-1.05705736,0.38813797
shww_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-1.10007361,0.35782022
shww_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-1.04765942,0.42762206
shww_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-1.06745938,0.37361606
shww_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-1.02937264,0.40343763
shww_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-1.06807252,0.39909921
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.93490667,0.37606629
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.97359982,0.38201644
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.95167154,0.41851267
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.96159611,0.39175437
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.95822726,0.4365951
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.96230421,0.38343517
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.97465034,0.43241819
shww_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.96251501,0.40985155
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.94845034,0.42785619
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.95278396,0.37461632
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.95815719,0.4333478
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.9403153,0.38505665
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.93135877,0.40899085
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.95855818,0.41159991
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.94029226,0.42775285
shww_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.96720308,0.4044406
shww_max,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.97543422,0.39318312
shww_max,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.98278219,0.36151504
shww_max,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.97555418,0.41600512
shww_max,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.95928663,0.37406467
shww_max,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.97137916,0.41751901
shww_max,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.94001565,0.38398554
shww_max,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.94676157,0.42923637
shww_max,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.98735163,0.39184986
shww_max,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.94844438,0.37342509
shww_max,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.98577288,0.42202914
shww_max,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.97617214,0.39059839
shww_max,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.9741886,0.39519637
shww_max,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.95400435,0.40969206
shww_max,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.97204236,0.40933759
shww_max,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.94251871,0.40161972
shww_max,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.94914215,0.38097872
shww_max,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-1.05932914,0.41632067
shww_max,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-1.07286998,0.41314037
shww_max,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-1.04666556,0.43997134
shww_max,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-1.0701296,0.36247574
shww_max,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-1.03260979,0.4180624
shww_max,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-1.04411761,0.40015678
shww_max,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-1.00456844,0.41606684
shww_max,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-1.08301067,0.35833183
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-1.07087726,0.41090525
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-1.09845039,0.42549296
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-1.07050883,0.45133485
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-1.03773082,0.39529253
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-1.05391295,0.3916115
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-1.05324151,0.39596356
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-1.00085537,0.42864524
shww_max,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-1.04180663,0.38132379
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.99018369,0.444955
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-1.00222013,0.39562503
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.94636355,0.42505927
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.97760977,0.40229534
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.95907433,0.41332242
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.97427167,0.43836038
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.98513365,0.41787027
shww_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.99569326,0.40179705
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.996134,0.43733373
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.97297696,0.42300496
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.95854814,0.42344732
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.98391498,0.43136172
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.97421868,0.43451826
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.95708446,0.39499249
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.96764453,0.45163588
shww_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.96692098,0.42777485
shww_med,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.71219116,0.31208137
shww_med,None,"(10,)",relu,adam,0.001,0.0001,32,-0.74542142,0.30785328
shww_med,None,"(10,)",relu,adam,0.001,0.001,auto,-0.71307285,0.3068047
shww_med,None,"(10,)",relu,adam,0.001,0.001,32,-0.73795688,0.32201877
shww_med,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.7149996,0.31771343
shww_med,None,"(10,)",relu,adam,0.01,0.0001,32,-0.75223328,0.30884909
shww_med,None,"(10,)",relu,adam,0.01,0.001,auto,-0.70565067,0.30371712
shww_med,None,"(10,)",relu,adam,0.01,0.001,32,-0.72661655,0.32048522
shww_med,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.71727241,0.30039618
shww_med,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.74278657,0.28882996
shww_med,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.69629108,0.30662742
shww_med,None,"(10,)",tanh,adam,0.001,0.001,32,-0.76189463,0.28822218
shww_med,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.71950327,0.30428801
shww_med,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.7375435,0.29063218
shww_med,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.69775378,0.32070419
shww_med,None,"(10,)",tanh,adam,0.01,0.001,32,-0.73429052,0.30847823
shww_med,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.73656342,0.33259161
shww_med,None,"(10,)",logistic,adam,0.001,0.0001,32,-0.80545358,0.30125259
shww_med,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.76065875,0.33306023
shww_med,None,"(10,)",logistic,adam,0.001,0.001,32,-0.82402467,0.28580751
shww_med,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.74026994,0.31498262
shww_med,None,"(10,)",logistic,adam,0.01,0.0001,32,-0.78130836,0.30626967
shww_med,None,"(10,)",logistic,adam,0.01,0.001,auto,-0.75932477,0.30810672
shww_med,None,"(10,)",logistic,adam,0.01,0.001,32,-0.83472826,0.29531329
shww_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.73511911,0.33886619
shww_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-0.77022404,0.29064524
shww_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-0.76149694,0.32472942
shww_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-0.80911355,0.28720584
shww_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.75363369,0.33312233
shww_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-0.80664627,0.31627368
shww_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-0.76903859,0.32028526
shww_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-0.83478936,0.28559426
shww_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.71029943,0.3156269
shww_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.7350408,0.30742126
shww_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.72559204,0.31999593
shww_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-0.7702503,0.29725012
shww_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.70845767,0.30607883
shww_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.73361087,0.29750475
shww_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.74833075,0.31907501
shww_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-0.77978491,0.3017337
shww_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.69936379,0.30369601
shww_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.7284464,0.30429479
shww_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.72852032,0.30245204
shww_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-0.76853479,0.29839344
shww_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.71213205,0.31749369
shww_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.74345687,0.28598121
shww_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.72628902,0.32751052
shww_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-0.78889437,0.28335287
shww_med,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.72892916,0.31404806
shww_med,None,"(100,)",relu,adam,0.001,0.0001,32,-0.76067158,0.31858279
shww_med,None,"(100,)",relu,adam,0.001,0.001,auto,-0.73743646,0.30137133
shww_med,None,"(100,)",relu,adam,0.001,0.001,32,-0.74402587,0.30204365
shww_med,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.73838079,0.30584205
shww_med,None,"(100,)",relu,adam,0.01,0.0001,32,-0.75914009,0.31240832
shww_med,None,"(100,)",relu,adam,0.01,0.001,auto,-0.70435788,0.29535626
shww_med,None,"(100,)",relu,adam,0.01,0.001,32,-0.72971313,0.30677379
shww_med,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.72716332,0.30537513
shww_med,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.75374005,0.3008465
shww_med,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.74080834,0.31333413
shww_med,None,"(100,)",tanh,adam,0.001,0.001,32,-0.74337794,0.31427296
shww_med,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.73704085,0.31321195
shww_med,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.75115234,0.30989053
shww_med,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.71303492,0.32766025
shww_med,None,"(100,)",tanh,adam,0.01,0.001,32,-0.73328731,0.31747233
shww_med,None,"(100,)",logistic,adam,0.001,0.0001,auto,-0.78796169,0.32955788
shww_med,None,"(100,)",logistic,adam,0.001,0.0001,32,-0.78327755,0.3063548
shww_med,None,"(100,)",logistic,adam,0.001,0.001,auto,-0.79619223,0.29491924
shww_med,None,"(100,)",logistic,adam,0.001,0.001,32,-0.83457923,0.31988177
shww_med,None,"(100,)",logistic,adam,0.01,0.0001,auto,-0.77820897,0.31641571
shww_med,None,"(100,)",logistic,adam,0.01,0.0001,32,-0.79391902,0.30224421
shww_med,None,"(100,)",logistic,adam,0.01,0.001,auto,-0.8198698,0.29172054
shww_med,None,"(100,)",logistic,adam,0.01,0.001,32,-0.8087994,0.27612725
shww_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-0.79193907,0.34727282
shww_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-0.7787862,0.30450342
shww_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-0.82645504,0.29114397
shww_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-0.81264841,0.32494948
shww_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-0.79119156,0.32470439
shww_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-0.80296492,0.30156141
shww_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-0.80389911,0.30018991
shww_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-0.81247477,0.2967103
shww_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.72387417,0.31183077
shww_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.71768595,0.32070997
shww_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.75006621,0.31136388
shww_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-0.7617188,0.32047933
shww_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.71885004,0.31964433
shww_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.74796688,0.33430835
shww_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-0.79304996,0.3156275
shww_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-0.78557208,0.29914043
shww_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.7123393,0.32546496
shww_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.74120657,0.30130908
shww_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-0.79143373,0.32586729
shww_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.77217007,0.32875214
shww_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.72227823,0.3182027
shww_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.74916041,0.32211116
shww_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-0.77861675,0.29250739
shww_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-0.76489787,0.28023562
shww_med,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.72557267,0.34259719
shww_med,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.74702381,0.29802875
shww_med,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.71833658,0.32818602
shww_med,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.75146915,0.34091853
shww_med,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.72684842,0.33190353
shww_med,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.72839946,0.32317444
shww_med,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.7144651,0.31440681
shww_med,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.75098413,0.34205802
shww_med,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.75130498,0.32020691
shww_med,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.739943,0.30286199
shww_med,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.73554595,0.3378574
shww_med,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.75857497,0.35120231
shww_med,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.73218192,0.34168575
shww_med,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.7468208,0.32289253
shww_med,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.71796631,0.34902137
shww_med,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.74528805,0.35393302
shww_med,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.78016167,0.31785958
shww_med,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.8356571,0.26029924
shww_med,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.78126613,0.32083147
shww_med,None,"(30, 10)",logistic,adam,0.001,0.001,32,-0.8116659,0.29434791
shww_med,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.77636367,0.28740002
shww_med,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.81462671,0.32411147
shww_med,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.78746147,0.34011375
shww_med,None,"(30, 10)",logistic,adam,0.01,0.001,32,-0.79929221,0.28852145
shww_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.79915047,0.32802245
shww_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-0.81579699,0.28744
shww_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-0.79747098,0.33697595
shww_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-0.82488189,0.27785801
shww_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.78229781,0.29768122
shww_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-0.79071207,0.32229951
shww_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-0.78087168,0.32665113
shww_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-0.81554191,0.33059184
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.7109348,0.33708552
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.71179455,0.30668968
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.70296011,0.32663379
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.71689199,0.30606289
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.70736605,0.34286156
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.71205367,0.32385546
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.72621579,0.35562178
shww_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.75577736,0.36828961
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.70724766,0.32635424
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.71466773,0.32174485
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.71387577,0.3478041
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.73804202,0.34903288
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.71330309,0.35844816
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.7108593,0.30469561
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.72148674,0.32816145
shww_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.72697727,0.34655112
shww_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.74767389,0.35788955
shww_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.73619905,0.34046119
shww_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.72125493,0.33053462
shww_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.72684857,0.3470402
shww_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.70643678,0.32505144
shww_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.72136425,0.32526481
shww_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.72060957,0.33630974
shww_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.7354414,0.34457673
shww_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.74080264,0.33047086
shww_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.72470558,0.31686093
shww_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.71680759,0.32725242
shww_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.73151802,0.35606117
shww_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.7350526,0.33436896
shww_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.7303378,0.34394457
shww_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.73201672,0.34526115
shww_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.74101151,0.33279296
shww_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.78897563,0.3199675
shww_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.81855039,0.3510897
shww_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.78358319,0.32058224
shww_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.77919716,0.3276771
shww_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.75794674,0.32626372
shww_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.7737772,0.30817235
shww_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.76149632,0.34472788
shww_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.79284667,0.31712853
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.80244072,0.30842137
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.79840529,0.29654945
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.78290288,0.35507631
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.7897424,0.32942342
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.78669412,0.33717681
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.78237128,0.30451353
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.75597118,0.34121514
shww_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.7702959,0.31296013
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.73729252,0.37499137
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.71930416,0.33545295
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.73467277,0.3631798
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.74092329,0.36668781
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.70158702,0.32566059
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.70525984,0.33383464
